,label,content
272,U,"@kathrynw5 “Why should the public trust the messaging we are receiving from an administration who has cut pandemic funding, implemented hiring freezes at the CDC, and paraded out maps altered in Sharpie to control the narrative?”"
273,F,"PM Modi with great foresight called for the Janta Curfew. The Coronavirus has a shelf life of 12 hours. Modi asked the public to observe Janta Curfew from 7am to 9pm on Sunday. That means if we give a gap of 14 hours, we can be able to break the chain of infection. And that results in the cure of the disease by the third week. This also gives the chance to concentrate on providing the cure for already infected people. This is the ultimate truth behind Janta Curfew"
274,T,"Wuhan is the latest crisis to face China's Xi, and it's exposing major flaws in his model of control"
275,F,Tea can cure or alleviate novel coronavirus (COVID-19) infection
276,F,Indian Government snooping messages over social media and all social media platforms wll be monitored for COVID-19 messages
277,F,Here’s the new certificate that the Ministry of the Interior is now requesting to citizens in order to leave their house
278,U,"The University of Houston has decided to suspend all travel to Wuhan, Hubei Province, China and non-essential travel to China"
279,F,"A video of several sick goats lying in what appears to be a wholesale meat market in Ajmer, Rajasthan, has resurfaced with claims that the mutton livestock has been infected in the wake of the outbreak of Coronavirus in the country"
280,F,"Partially The smell of tea tree oil can kill coronavirus in nostrils, according to a study of an Austrian university"
281,F,police are requiring proof of essential employment for those traveling to/from work
282,F,You can test a quality of reusable mask blowing a lighter as you wear it
283,F,Gargling with warm water and salt removes the coronavirus
284,T,"Fighting Stigma : Currently no cases of coronavirus in Ireland - HSE: There are currently no cases of the coronavirus in Ireland, according to the HSE. HSE assistant national director of public health and child health Kevin ... https://t.co/UEuoLAgBUV"
285,F,Classes were cancelled in all Basque Country because of coronavirus
286,F,Gargling with lukewarm water mixed with salt/vinegar will remove coronavirus
287,U,"""A source with knowledge of the Peace Corps’ China program told The Hill the decision to leave the country was closely held at the highest levels, with political appointees sidelining the career staff who oversee the program..."" @RebeccaBeitsch https://t.co/p7H9toiOPr"
288,F,A drug has been clinically trialled with COVID-19
289,F,"This says that the #CCP now realized the #coronoavirus is out of control. In #Wuhan alone, 150K have been infected. They plan to replace the current leaders of Wuhan and Hubei. More cities can be locked-down, the entire country can be put under military control & emergency status"
290,T,"Ontario International Airport (ONT) is working closely with our federal, state, county and city partners to plan for the possibility of a flight carrying U.S. government officials and private citizens returning this week from Wuhan, China"
291,U,"Today, China’s Ambassador to the US @AmbCuiTiankai did NOT deny that #CoronaVirus emanated from their biological weapons program - a strange interview, to say the least. We need a lot more transparency from China on this virus"
292,T,"Breaking! Chinese city of Wuhan, population 11 million, under quarantine due to Coronavirus. Many deaths and new cases reported worldwide"
293,U,"Just as one feels the pain caused by the slightest injury to a human being, similarly animals also have their lives. Stop killing animals and adopt humanity"
294,F,The media group Globo published a photo of the dead of the Lampedusa shipwreck as if it were victims of COVID-19
295,F,This is a video that was suppossedly developed by the Ecuadorean Health Ministry to encourage people to wash constantly their hands
296,U,"A man from China is risking his life to spill the truth of the current situation of Wuhan, China in the middle of #CoronavirusOutbreak This man is seeking help from the world. Go watch before China take this video down"
297,T,"In light of the present outbreak of corona virus in China, Maldivian airline will offer free travel to all the Maldivians from the below cities of China to Male’ Xi’an Chengdu Hangzhou Chongqing Nanjing Please contact the Maldives Embassy in China. Our schedule is attached. https://t.co/8Uj7bJsOaB"
298,F,"The text from a Macedonian website, and more specifically the headline says that the Leader of the French National Front, Marine Le Pen, is the first victim from the EU from coronavirus"
299,F,"Video showing Chinese officials detaining infected citizen, who refused to be checked"
300,F,PM Modi will lead a coronavirus task force of countries including the UK and US
301,F,An aritcle of El Pais says ther is a case of coronavirus at the School of Architects of Madrid
302,F,"Podemos spokesman, Pablo Echenique, is not in intensive care after getting infected with covid"
303,U,"For Trump administration, coronavirus quarantine presents a fine balancing act"
304,T,We are fighting Misinformation from YOU &amp; your team of accomplices https://t.co/gR9SB6fBzl
305,T,"CEO of NJ hospital tests positive for COVID-19, speaks out from quarantine"
306,F,UK is testing more people for Covid-19 than any country other than China and Italy
307,T,"#SouthKorea - Korean Air Lines, the national carrier, announces that it will suspend all fights to Wuhan, China, but not until the end of the month. They operate four flights per week. (MP) #WuhanCoronavirus #Wuhan #KoreanAirLines #WuhanOutbreak #WuhanLockDown"
308,U,@HistoireSecrete @DrEricDing He said 2.6???? and we still do not know the real numbers do to #China not telling us the truth. Why lock 40m + in there cities if its less than the flu!!!!! #coronavirus
309,T,"Coronavirus wipes out Italian town's supply of ventilator valves, as local business jumps in"
310,F,Multiple experts estimate that the ACTUAL #2019_nCov cases in #China number *tens of thousands*
311,F,Masks from Wet Wipes Effectively Prevents Corona Virus Transmission
312,T,Asymptomatic people can transmit the coronavirus to others
313,T,"#TRUMP PLANS TO MEET WITH ECONOMIC TEAM, INCLUDING U.S. TREASURY SECRETARY #MNUCHIN, LATER ON MONDAY ON #PROPOSALS ADDRESSING #CORONAVIRUS -ADMINISTRATION OFFICIAL"
314,F,"A recipe involving a full lemon and ground cloves has cured a woman’s COVID19 symptoms. She isn’t sure she and her maid actually had COVID19, but she still encourage people who think they have it to take this recipe"
315,T,"""I felt like I was gonna die"": Houston rapper Scarface of Geto Boys has COVID-19"
316,T,Exactly thisI have no faith at all left in @CDCgov @US_FDA or @Surgeon_General they have spread so much misinformation and lies I have #NoTrust in any of them. Better off taking my chances with the #Coronovirius #SundayThoughts https://twitter.com/schmidci/status/1233892880923664384 …
317,F,The Korean Government pay travellers’ medical expense for coronavirus without basis law
318,U,Indian smartphone makers fear supply disruptions due to China virus
319,F,Ancient herbal drink is an efffective remedy for the novel coronavirus
320,F,"Announcement on social media according to which markets in North Macedonia (Ramstore Capitol, Ramstore Center, Tinex Dramski, Tinex Prvomajska) had workers infected with coronavirus. Citizens are also urged to avoid these markets"
321,F,Indian State of Kerala’s government is paying news channels to telecast CM’s interview
322,U,**HAPPENING NOW: HHS Sec. Alex Azar: “I have today declared that the coronavirus presents a public health emergency in the United States
323,T,The scientist who helped China fight SARS in 2003 has been tapped to lead a national research team of 14 experts in the fight against Wuhan coronavirus
324,F,Pictures of The Korean Delegation Infected With coronavirus In Palestine
325,T,Coronavirus sparks layoffs at some local newspapers
326,U,"Extraordinary news from #HongKong government. They can't cope & so drafting in staff on a voluntary basis, & retirees This is the crisis #CarrieLam's appalling incompetence, arrogance, intransigence and absence of leadership has led to, combined with #CCP's repression of truth"
327,T,"Coronavirus Update: Africa takes precautions. --------------------------- Precautions are being taken in Africa to avoid further spread of the coronavirus, although there are currently no confirmed cases on the… https://t.co/cQl9pNiPKm"
328,U,The coronavirus is just starting to have an impact on the globe's economy and politics
